Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2022-01-30,"Standard Route",V4,,https://www.mountainproject.com/route/106108183/standard-route,1,"Colorado > Boulder > Flagstaff > Red Wall",2.9,3,Attempt,,Boulder,,10,20400
2022-01-30,"King Conqueror","5.11d V3 R",,https://www.mountainproject.com/route/105760857/king-conqueror,1,"Colorado > Boulder > Flagstaff > King Conquerer",3.6,-1,Attempt,,Boulder,,20,5500
2022-01-30,"Southwest Layback",V1+,,https://www.mountainproject.com/route/106916377/southwest-layback,1,"Colorado > Boulder > Flagstaff > King Conquerer",2.4,1,Flash,,Boulder,,,20110
2022-01-30,"Right Arête",V4,,https://www.mountainproject.com/route/120094048/right-arete,1,"Colorado > Boulder > Flagstaff > Little Flatiron",2.3,2,Send,,Boulder,,12,20400
2022-01-30,"Right Arête",V4,,https://www.mountainproject.com/route/120094048/right-arete,1,"Colorado > Boulder > Flagstaff > Little Flatiron",2.3,2,Attempt,,Boulder,,12,20400
2022-01-30,"Right Arête",V4,,https://www.mountainproject.com/route/120094048/right-arete,1,"Colorado > Boulder > Flagstaff > Little Flatiron",2.3,2,Attempt,,Boulder,,12,20400
2022-01-29,"Cruisin' Caskets",5.8,,https://www.mountainproject.com/route/118590352/cruisin-caskets,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",2.4,3,Lead,Onsight,Sport,,75,2100
2022-01-29,Reincarnation,5.10c,,https://www.mountainproject.com/route/114012413/reincarnation,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",2.7,3,Lead,,Sport,,75,3200
2022-01-29,"City of the Dead",5.12a,,https://www.mountainproject.com/route/114012313/city-of-the-dead,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",3.2,-1,Lead,Fell/Hung,Sport,,85,6600
2022-01-29,Hellbender,5.12a/b,,https://www.mountainproject.com/route/114158750/hellbender,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",3.2,3,Lead,Fell/Hung,Sport,,60,6800
2022-01-23,"Six Feet Under",5.10a,,https://www.mountainproject.com/route/114012587/six-feet-under,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",2.3,3,Lead,,Sport,,80,2600
2022-01-23,"Low Priest",5.9+,,https://www.mountainproject.com/route/118133534/low-priest,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",1.4,2,Lead,,Sport,,50,2500
2022-01-23,"Dia de Los Muertos",5.12a,,https://www.mountainproject.com/route/114149484/dia-de-los-muertos,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",3.3,4,Lead,Redpoint,Sport,,60,6600
2022-01-23,"Spinal Tap",5.11d,,https://www.mountainproject.com/route/114012282/spinal-tap,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",3.2,2,Lead,Flash,Sport,,60,5500
2022-01-23,"Bone Daddy",5.10a,,https://www.mountainproject.com/route/117133577/bone-daddy,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",2.4,3,Lead,,Sport,,60,2600
2022-01-22,"Surreal Estate",5.12c,,https://www.mountainproject.com/route/105761463/surreal-estate,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",3.7,4,Lead,Fell/Hung,Sport,,60,7200
2022-01-17,"Piñon Slalom",5.9,,https://www.mountainproject.com/route/106994597/pinon-slalom,1,"Colorado > Canon City > Shelf Road > The Bank > 01. Piggy Bank",2.1,2,Lead,Onsight,Sport,,,2400
2022-01-17,"Limestone Cowboy",5.6,,https://www.mountainproject.com/route/118015461/limestone-cowboy,1,"Colorado > Canon City > Shelf Road > The Bank > 01. Piggy Bank",1.8,2,Lead,,Trad,,75,1600
2022-01-17,Ussen,5.10-,,https://www.mountainproject.com/route/108175274/ussen,1,"Colorado > Canon City > Shelf Road > The Bank > 01. Piggy Bank",2.0,2,Lead,Onsight,Sport,,40,2700
2022-01-17,[Redacted],5.10d,,https://www.mountainproject.com/route/107403063/redacted,1,"Colorado > Canon City > Shelf Road > The Bank > 03. Machine Gun Kelly",2.8,3,Lead,Redpoint,Sport,,50,3500
2022-01-17,"Season Down Under",5.10b,,https://www.mountainproject.com/route/107025270/season-down-under,1,"Colorado > Canon City > Shelf Road > The Bank > 01. Piggy Bank",2.7,2,Lead,Onsight,Sport,,50,2900
2022-01-17,"Tuff Shed (aka B&C)",5.9+,,https://www.mountainproject.com/route/107025294/tuff-shed-aka-bc,1,"Colorado > Canon City > Shelf Road > The Bank > 01. Piggy Bank",2.9,3,Lead,,Sport,,70,2500
2022-01-17,"Number 1 Super Guy",5.11a,,https://www.mountainproject.com/route/105758107/number-1-super-guy,1,"Colorado > Canon City > Shelf Road > The Bank > 01. Piggy Bank",3.1,4,Lead,,Sport,,55,4600
2022-01-17,"Heaven is Waiting",5.10+,,https://www.mountainproject.com/route/106990704/heaven-is-waiting,1,"Colorado > Canon City > Shelf Road > The Bank > 01. Piggy Bank",3.1,3,Lead,,Sport,5.10+,60,3300
2022-01-16,"Under the Milky Way",5.10d,,https://www.mountainproject.com/route/106059659/under-the-milky-way,1,"Colorado > Canon City > Shelf Road > The North End",2.5,2,Lead,Onsight,Sport,,80,3500
2022-01-16,"Churning in the Cheese",5.10d,,https://www.mountainproject.com/route/106919060/churning-in-the-cheese,1,"Colorado > Canon City > Shelf Road > The North End",3.0,3,Lead,Onsight,Sport,,70,3500
2022-01-16,"The Lifus's Farm Tools",5.10b,,https://www.mountainproject.com/route/106032117/the-lifuss-farm-tools,1,"Colorado > Canon City > Shelf Road > The North End",3.0,3,Lead,Onsight,Sport,,55,2900
2022-01-16,"La Primera Vez",5.10c,,https://www.mountainproject.com/route/106919039/la-primera-vez,1,"Colorado > Canon City > Shelf Road > The North End",2.8,3,Lead,Onsight,Sport,,70,3200
2022-01-16,"The Function",5.11b,,https://www.mountainproject.com/route/106032123/the-function,1,"Colorado > Canon City > Shelf Road > The North End",3.6,2,Lead,Fell/Hung,Sport,,66,4900
2022-01-16,"King Coral",5.11a,,https://www.mountainproject.com/route/106059648/king-coral,1,"Colorado > Canon City > Shelf Road > The North End",3.7,3,Lead,Onsight,Sport,,80,4600
2022-01-15,[Redacted],5.10d,,https://www.mountainproject.com/route/107403063/redacted,1,"Colorado > Canon City > Shelf Road > The Bank > 03. Machine Gun Kelly",2.8,3,Lead,Fell/Hung,Sport,,50,3500
2022-01-15,Leverage,5.10c,,https://www.mountainproject.com/route/106765885/leverage,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",2.5,3,Lead,Onsight,Sport,,75,3200
2022-01-15,"Courage and Enlightenment",5.11d,,https://www.mountainproject.com/route/106296529/courage-and-enlightenment,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",2.4,-1,Lead,Fell/Hung,Sport,,60,5500
2022-01-15,"Surreal Estate",5.12c,,https://www.mountainproject.com/route/105761463/surreal-estate,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",3.7,4,Lead,Redpoint,Sport,,60,7200
2022-01-15,"Surreal Estate",5.12c,,https://www.mountainproject.com/route/105761463/surreal-estate,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",3.7,4,Lead,Fell/Hung,Sport,,60,7200
2021-12-26,"Primal Scream",5.9+,,https://www.mountainproject.com/route/105752626/primal-scream,1,"Colorado > Canon City > Shelf Road > The Bank > 10. 2150 Wall",1.8,2,Lead,,Sport,,50,2500
2021-12-26,Sleeper,5.8,,https://www.mountainproject.com/route/110105014/sleeper,1,"Colorado > Canon City > Shelf Road > The Bank > 10. 2150 Wall",2.5,3,Lead,,Sport,,80,2100
2021-12-25,Feverish,5.10c,,https://www.mountainproject.com/route/111694680/feverish,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",2.5,3,Lead,Flash,Sport,,75,3200
2021-12-25,Ripped,5.10b,,https://www.mountainproject.com/route/106363085/ripped,1,"Colorado > Canon City > Shelf Road > The Bank > 10. 2150 Wall",2.7,2,Lead,Flash,Sport,,75,2900
2021-12-25,"Staying Power",5.11c,,https://www.mountainproject.com/route/105759516/staying-power,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",3.3,4,Lead,Redpoint,Sport,,70,5200
2021-12-24,"Knot Too Many Roaches",5.10a/b,,https://www.mountainproject.com/route/107018099/knot-too-many-roaches,1,"Colorado > Canon City > Shelf Road > The Bank > 02. Bank Rob",2.3,3,Lead,,Sport,,55,2800
2021-12-24,"From Russia With Love",5.10a,,https://www.mountainproject.com/route/105763089/from-russia-with-love,1,"Colorado > Canon City > Shelf Road > The Bank > 07. Back To The Future",1.8,1,Lead,,Sport,,50,2600
2021-12-24,"Heavy Weather",5.12a/b,,https://www.mountainproject.com/route/105750028/heavy-weather,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",3.8,4,Lead,Redpoint,Sport,,,6800
2021-12-24,"Heavy Weather",5.12a/b,,https://www.mountainproject.com/route/105750028/heavy-weather,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",3.8,4,Lead,Fell/Hung,Sport,,,6800
2021-12-23,"Tired Arms Recovery Program (T.A.R.P.)",5.9,,https://www.mountainproject.com/route/106362564/tired-arms-recovery-program-tarp,1,"Colorado > Canon City > Shelf Road > The Bank > 10. 2150 Wall",2.4,3,Lead,,Sport,,50,2400
2021-12-23,"Heavy Weather",5.12a/b,,https://www.mountainproject.com/route/105750028/heavy-weather,1,"Colorado > Canon City > Shelf Road > The Bank > 06. Surreal Estate",3.8,4,Lead,Fell/Hung,Sport,,,6800
2021-12-19,Ugoogoly,5.10a/b,,https://www.mountainproject.com/route/114012513/ugoogoly,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",2.8,3,Lead,,Sport,,85,2800
2021-12-19,Afterlife,5.9+,,https://www.mountainproject.com/route/114012359/afterlife,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",2.5,3,Lead,,Sport,,75,2500
2021-11-28,"Girls With Guns",5.10d,,https://www.mountainproject.com/route/106956500/girls-with-guns,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",3.4,3,Lead,Onsight,Sport,,75,3500
2021-11-28,"Puppy Love",5.11d,,https://www.mountainproject.com/route/106956490/puppy-love,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",3.4,3,TR,,Sport,,70,5500
2021-11-28,"Puppy Love",5.11d,,https://www.mountainproject.com/route/106956490/puppy-love,1,"Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude",3.4,3,Lead,Fell/Hung,Sport,,70,5500
2021-11-21,"Hot Dog",5.11b,,https://www.mountainproject.com/route/105749167/hot-dog,1,"Colorado > Golden > Clear Creek Canyon > The Dog House",3.0,3,Lead,,Sport,,,4900
2021-11-21,"Dog Breath",5.10,,https://www.mountainproject.com/route/106118649/dog-breath,1,"Colorado > Golden > Clear Creek Canyon > The Dog House",2.4,3,Lead,,Sport,,75,3000
2021-11-21,Hobbes,5.7,,https://www.mountainproject.com/route/109949380/hobbes,1,"Colorado > Golden > Clear Creek Canyon > Other Critters",1.6,2,Lead,,Trad,,60,1800
2021-11-21,"Curious George Goes Climbing",5.11a,,https://www.mountainproject.com/route/109949573/curious-george-goes-climbing,1,"Colorado > Golden > Clear Creek Canyon > Other Critters",2.5,2,Lead,Onsight,Sport,,50,4600
2021-11-21,"Gooey Kablooie",5.10b,,https://www.mountainproject.com/route/109949406/gooey-kablooie,1,"Colorado > Golden > Clear Creek Canyon > Other Critters",2.0,2,Lead,,Sport,,50,2900
2021-11-21,"Hamster Huey",5.10b,,https://www.mountainproject.com/route/109949393/hamster-huey,1,"Colorado > Golden > Clear Creek Canyon > Other Critters",2.6,2,Lead,,Sport,,50,2900
2021-11-21,"Yellow Dog Dingo",5.6,,https://www.mountainproject.com/route/109783194/yellow-dog-dingo,3,"Colorado > Golden > Clear Creek Canyon > Other Critters",2.6,2,Lead,,Sport,,200,1600
2021-11-14,"Freeze Cat",5.11a,,https://www.mountainproject.com/route/121639081/freeze-cat,1,"Colorado > San Luis Valley > The Promised Land > 03. Main Wall",2.5,3,Lead,Onsight,Sport,5.11a,,4600
2021-11-14,"Seven Beez",5.8,,https://www.mountainproject.com/route/121490068/seven-beez,1,"Colorado > San Luis Valley > The Promised Land > 02. Meadow Muffin",2.5,2,Lead,Onsight,Sport,5.8,50,2100
2021-11-14,"Clouds a' Streamin'",5.8,,https://www.mountainproject.com/route/121638708/clouds-a-streamin,1,"Colorado > San Luis Valley > The Promised Land > 02. Meadow Muffin",2.5,2,Lead,Flash,Sport,5.8,50,2100
2021-11-14,"Side of Applesauce","5.9 PG13",,https://www.mountainproject.com/route/121638786/side-of-applesauce,1,"Colorado > San Luis Valley > The Promised Land > 02. Meadow Muffin",1.0,0,Lead,Onsight,Sport,"5.9 PG13",50,2400
2021-11-14,Slab-Cling,5.11a,,https://www.mountainproject.com/route/121490174/slab-cling,1,"Colorado > San Luis Valley > The Promised Land > 01. West Side",1.5,2,Lead,Flash,Sport,5.11a,,4600
2021-11-14,Cruces,5.10a,,https://www.mountainproject.com/route/121490158/cruces,1,"Colorado > San Luis Valley > The Promised Land > 01. West Side",2.7,2,Lead,Onsight,Sport,5.10a,,2600
2021-11-14,Melaza,5.6,,https://www.mountainproject.com/route/121638456/melaza,1,"Colorado > San Luis Valley > The Promised Land > 01. West Side",2.8,2,Lead,Onsight,Sport,5.6,90,1600
2021-11-13,"Recycled Organic Free Range Sustainably Sourced Faux Jackalope Fur",5.10d,,https://www.mountainproject.com/route/121464026/recycled-organic-free-range-sustainably-sourced-faux-jackalope-fur,1,"Colorado > San Luis Valley > The Promised Land > 06. Non Dairy Nut Cheese Wall",2.0,2,Lead,,Sport,5.10d,60,3500
2021-11-13,Hermano,5.10d,,https://www.mountainproject.com/route/121639371/hermano,1,"Colorado > San Luis Valley > The Promised Land > 03. Main Wall",2.9,3,Lead,Onsight,Sport,5.10d,,3500
2021-11-13,"Holy Moly, There’s a Roly Poly in My Guacamole",5.10,,https://www.mountainproject.com/route/121463975/holy-moly-theres-a-roly-poly-in-my-guacamole,1,"Colorado > San Luis Valley > The Promised Land > 06. Non Dairy Nut Cheese Wall",3.0,3,Lead,,Sport,5.10,50,3000
2021-11-13,"A Bag of Dicks without a Handle",5.10,,https://www.mountainproject.com/route/121464013/a-bag-of-dicks-without-a-handle,1,"Colorado > San Luis Valley > The Promised Land > 06. Non Dairy Nut Cheese Wall",2.0,3,Lead,,Sport,5.10,60,3000
2021-11-13,"Bernie the Axe",5.9+,,https://www.mountainproject.com/route/121641893/bernie-the-axe,1,"Colorado > San Luis Valley > The Promised Land > 03. Main Wall",1.4,2,Lead,,Sport,5.9,,2500
2021-11-07,"Party Line",5.10d,,https://www.mountainproject.com/route/105751771/party-line,1,"Colorado > Golden > Clear Creek Canyon > Independence Wall",1.5,1,Lead,Onsight,Sport,,40,3500
2021-11-07,"Fat Democrat",5.11,,https://www.mountainproject.com/route/105751774/fat-democrat,1,"Colorado > Golden > Clear Creek Canyon > Independence Wall",1.4,2,Lead,Onsight,Sport,,40,5000
2021-11-07,"Right To Be Wrong",5.11a,,https://www.mountainproject.com/route/105751777/right-to-be-wrong,1,"Colorado > Golden > Clear Creek Canyon > Independence Wall",1.9,1,Lead,Onsight,Sport,,50,4600
2021-11-07,"Campaign Trail",5.10d,,https://www.mountainproject.com/route/105751765/campaign-trail,1,"Colorado > Golden > Clear Creek Canyon > Independence Wall",1.9,1,Lead,Onsight,Sport,,35,3500
2021-11-07,"Rock the Vote",5.9+,,https://www.mountainproject.com/route/105751762/rock-the-vote,1,"Colorado > Golden > Clear Creek Canyon > Independence Wall",1.1,1,Lead,Onsight,Sport,,30,2500
2021-11-07,"Independence Day",5.10a,,https://www.mountainproject.com/route/105751759/independence-day,1,"Colorado > Golden > Clear Creek Canyon > Independence Wall",0.8,0,Lead,Onsight,Sport,,25,2600
2021-11-07,Lunchmoney,5.9+,,https://www.mountainproject.com/route/105756478/lunchmoney,1,"Colorado > Golden > Clear Creek Canyon > Capitalist Crag > Lower Capitalist Crag",3.1,2,Lead,,Sport,,100,2500
2021-11-07,"Cheap Labor",5.10b,,https://www.mountainproject.com/route/105760878/cheap-labor,1,"Colorado > Golden > Clear Creek Canyon > Capitalist Crag > Lower Capitalist Crag",2.5,2,Lead,Flash,"Trad, Sport",,80,2900
2021-11-07,"Five Finger Discount",5.10a,,https://www.mountainproject.com/route/106255900/five-finger-discount,1,"Colorado > Golden > Clear Creek Canyon > Capitalist Crag > Lower Capitalist Crag",2.5,2,Lead,Onsight,Sport,,100,2600
2021-11-07,"High Tides",5.11a,,https://www.mountainproject.com/route/106834761/high-tides,1,"Colorado > Golden > Clear Creek Canyon > Capitalist Crag > Lower Capitalist Crag",2.6,2,Lead,,Sport,,35,4600
2021-10-31,Kicker,5.9,,https://www.mountainproject.com/route/111531368/kicker,1,"Colorado > Canon City > Shelf Road > The Bank > 11. Toasty Corner",2.1,2,Lead,Onsight,Sport,,40,2400
2021-10-31,"White Dog",5.10a,,https://www.mountainproject.com/route/114089122/white-dog,1,"Colorado > Canon City > Shelf Road > The Bank > 11. Toasty Corner",2.3,2,Lead,Onsight,Sport,,50,2600
2021-10-31,"Slot Machine",5.10a,,https://www.mountainproject.com/route/111676526/slot-machine,1,"Colorado > Canon City > Shelf Road > The Bank > 11. Toasty Corner",1.7,1,Lead,Onsight,Sport,,50,2600
2021-10-31,"Three Old Dogs",5.9,,https://www.mountainproject.com/route/111580381/three-old-dogs,1,"Colorado > Canon City > Shelf Road > The Bank > 11. Toasty Corner",2.4,2,Lead,Onsight,Sport,,45,2400
2021-10-31,Sparky,5.8,,https://www.mountainproject.com/route/111580359/sparky,1,"Colorado > Canon City > Shelf Road > The Bank > 11. Toasty Corner",2.1,2,Lead,Onsight,Sport,,45,2100
2021-10-31,"Burnt Toast",5.7,,https://www.mountainproject.com/route/112417079/burnt-toast,1,"Colorado > Canon City > Shelf Road > The Bank > 11. Toasty Corner",2.2,2,TR,,Sport,5.8-,50,1800
2021-10-30,"The Dune",5.10a,,https://www.mountainproject.com/route/105756946/the-dune,1,"Colorado > Canon City > Shelf Road > Sand Gulch > Contest Wall",2.0,3,Lead,Onsight,Sport,,70,2600
2021-10-30,Barney,5.9+,,https://www.mountainproject.com/route/105749929/barney,1,"Colorado > Canon City > Shelf Road > Sand Gulch > Free Form Wall",2.7,4,Lead,Onsight,Sport,,,2500
2021-10-30,Freeform,5.12a,,https://www.mountainproject.com/route/105752917/freeform,1,"Colorado > Canon City > Shelf Road > Sand Gulch > Free Form Wall",3.9,4,Lead,Fell/Hung,Sport,,,6600
2021-10-10,"5.11b sport",5.11b,"Le Crossant - Signal Point.",https://www.mountainproject.com/route/112166328/511b-sport,1,"* In Progress > Generic Area",2.9,-1,Lead,Flash,Sport,,,4900
2021-10-10,"5.7 sport",5.7,"Tiramisu - Signal Point. Drilled on lead, 4 lead bolts + drop in hangers. 
FFA Shane Wyenn",https://www.mountainproject.com/route/112166265/57-sport,1,"* In Progress > Generic Area",2.3,-1,Lead,,Sport,,,1800
2021-10-08,"Bottled Up Warrior",5.12b,,https://www.mountainproject.com/route/107132491/bottled-up-warrior,1,"Tennessee > Foster Falls > The Right Bunker",3.6,-1,Lead,Fell/Hung,Sport,,65,6900
2021-10-08,"Something's Always Wrong",5.10d,,https://www.mountainproject.com/route/107301050/somethings-always-wrong,1,"Tennessee > Foster Falls > The Right Bunker",3.6,3,Lead,Onsight,Sport,,80,3500
2021-10-08,"The Hoosier",5.11c,,https://www.mountainproject.com/route/106775569/the-hoosier,1,"Tennessee > Foster Falls > So What Area",3.2,3,Lead,Flash,Sport,,45,5200
2021-10-08,"Moving Target",5.9,,https://www.mountainproject.com/route/105892533/moving-target,1,"Tennessee > Foster Falls > So What Area",2.6,2,Lead,Onsight,Sport,,80,2400
2021-10-07,"Premarital Drilling",5.10b,,https://www.mountainproject.com/route/106508340/premarital-drilling,1,"Tennessee > Foster Falls > The Left Bunker",2.2,2,Lead,Flash,Sport,,,2900
2021-10-07,Overseas,5.12b,,https://www.mountainproject.com/route/105893872/overseas,1,"Tennessee > Foster Falls > The Right Bunker",3.2,4,Lead,Redpoint,Sport,,,6900
2021-10-07,Overseas,5.12b,,https://www.mountainproject.com/route/105893872/overseas,1,"Tennessee > Foster Falls > The Right Bunker",3.2,4,Lead,Fell/Hung,Sport,,,6900
2021-10-07,"Standing Room Only",5.11a,,https://www.mountainproject.com/route/106617956/standing-room-only,1,"Tennessee > Foster Falls > Crime Buttress",3.6,3,Lead,Flash,Sport,,80,4600
2021-10-04,"5.10b trad",5.10b,"Hunter Museum DWS traverse. Ahhh-mazing… except for the copious spider webs",https://www.mountainproject.com/route/112169056/510b-trad,1,"* In Progress > Generic Area",3.5,-1,Solo,,Trad,,,2900
2021-10-04,"Love Handle",5.10b,,https://www.mountainproject.com/route/105926879/love-handle,1,"Tennessee > The Tennessee Wall > T-Wall East",3.3,4,Lead,Onsight,"Trad, Sport",,80,2900
2021-10-04,"Prerequisite for Excellence",5.8,,https://www.mountainproject.com/route/105888371/prerequisite-for-excellence,1,"Tennessee > The Tennessee Wall > T-Wall East",3.4,3,Lead,Onsight,Trad,,80,2100
2021-10-04,"Multiple Use Area",5.9,,https://www.mountainproject.com/route/105889237/multiple-use-area,1,"Tennessee > The Tennessee Wall > T-Wall East",2.6,3,Lead,Onsight,Trad,,90,2400
2021-10-02,It,5.10a,,https://www.mountainproject.com/route/106099070/it,1,"Tennessee > Obed & Clear Creek > South Clear Creek > Stephen King Library",2.2,2,Lead,Onsight,Sport,,30,2600
2021-10-02,"Best Seat In The House",5.9,,https://www.mountainproject.com/route/106068973/best-seat-in-the-house,1,"Tennessee > Obed & Clear Creek > South Clear Creek > The Balcony",3.3,4,Lead,,Sport,,85,2400
2021-10-01,"Breakfast Burrito",5.10c/d,,https://www.mountainproject.com/route/106081922/breakfast-burrito,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Drive-By Crag",3.7,4,Lead,Onsight,Sport,,80,3400
2021-10-01,"72 Hour Energy",5.12a,,https://www.mountainproject.com/route/110261773/72-hour-energy,1,"Kentucky > Red River Gorge > Bald Rock Recreational Preserve (BRRP) > Bear's Den",3.3,-1,TR,,Sport,,70,6600
2021-10-01,"Chainsaw Massacre",5.12a,,https://www.mountainproject.com/route/106153682/chainsaw-massacre,1,"Kentucky > Red River Gorge > Bald Rock Recreational Preserve (BRRP) > The Motherlode > (5) Undertow Wall",3.1,-1,Lead,Fell/Hung,Sport,,60,6600
2021-10-01,"Gandee Candy",5.8,,https://www.mountainproject.com/route/108389072/gandee-candy,1,"Kentucky > Red River Gorge > Bald Rock Recreational Preserve (BRRP) > Bear's Den",2.9,4,Lead,Onsight,Sport,,65,2100
2021-10-01,Ben,5.11a,,https://www.mountainproject.com/route/107934642/ben,1,"Kentucky > Red River Gorge > Bald Rock Recreational Preserve (BRRP) > The Motherlode > (2) Warm-Up Wall",2.4,3,Lead,Fell/Hung,Sport,,60,4600
2021-09-30,"Hip to the Jive",5.11b,,https://www.mountainproject.com/route/107379148/hip-to-the-jive,1,"Kentucky > Red River Gorge > Bald Rock Recreational Preserve (BRRP) > Chocolate Factory",3.3,4,Lead,Onsight,Sport,,65,4900
2021-09-30,Wonkaholic,5.10a,,https://www.mountainproject.com/route/107379163/wonkaholic,1,"Kentucky > Red River Gorge > Bald Rock Recreational Preserve (BRRP) > Chocolate Factory",2.7,2,Lead,Onsight,Sport,,50,2600
2021-09-30,"Flying Nun",5.9+,,https://www.mountainproject.com/route/115788499/flying-nun,1,"Kentucky > Red River Gorge > Cathedral Domain > Pumpkin Patch",2.7,2,Lead,,Sport,,40,2500
2021-09-30,"Sunday Funday",5.8,,https://www.mountainproject.com/route/115788449/sunday-funday,1,"Kentucky > Red River Gorge > Cathedral Domain > Pumpkin Patch",2.1,1,Lead,,Sport,,45,2100
2021-09-30,EGBG,5.10a,,https://www.mountainproject.com/route/108766319/egbg,1,"Kentucky > Red River Gorge > Bald Rock Recreational Preserve (BRRP) > Chocolate Factory",3.6,4,Lead,Onsight,Sport,,90,2600
2021-09-30,"Pumpkin 3.14",5.8,,https://www.mountainproject.com/route/115788473/pumpkin-314,1,"Kentucky > Red River Gorge > Cathedral Domain > Pumpkin Patch",2.2,1,TR,,Sport,,45,2100
2021-09-29,"A Brief History of Climb",5.10b,,https://www.mountainproject.com/route/106125070/a-brief-history-of-climb,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery",3.7,3,Lead,Flash,Sport,,75,2900
2021-09-29,"Different Strokes",5.11c,,https://www.mountainproject.com/route/106702950/different-strokes,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery",3.1,3,Lead,Redpoint,Sport,,50,5200
2021-09-29,"Different Strokes",5.11c,,https://www.mountainproject.com/route/106702950/different-strokes,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery",3.1,3,Lead,Fell/Hung,Sport,,50,5200
2021-09-29,"Random Precision",5.11b,,https://www.mountainproject.com/route/106577204/random-precision,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery",3.7,3,Lead,Redpoint,Sport,,60,4900
2021-09-28,"Zero Gravity",5.9,,https://www.mountainproject.com/route/112065984/zero-gravity,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > The Portal",2.0,2,Lead,Onsight,Sport,,25,2400
2021-09-28,"Melon Baller",5.10d,,https://www.mountainproject.com/route/110523573/melon-baller,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Fruit Wall",2.5,2,Lead,Flash,Sport,,60,3500
2021-09-28,"JewJew Fruit",5.10c,,https://www.mountainproject.com/route/110889566/jewjew-fruit,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Fruit Wall",3.6,4,Lead,Onsight,Sport,,75,3200
2021-09-28,"Witness the Citrus",5.11c,,https://www.mountainproject.com/route/110356279/witness-the-citrus,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Fruit Wall",3.9,4,Lead,Flash,Sport,,95,5200
2021-09-28,Tesseract,5.10d,,https://www.mountainproject.com/route/110969192/tesseract,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > The Portal",3.5,4,Lead,Onsight,Sport,,55,3500
2021-09-27,Twinkie,5.12a,,https://www.mountainproject.com/route/106132213/twinkie,1,"Kentucky > Red River Gorge > Northern Gorge > Phantasia",3.9,-1,Lead,Fell/Hung,Sport,,80,6600
2021-09-27,"Creature Feature",5.9,,https://www.mountainproject.com/route/105889536/creature-feature,1,"Kentucky > Red River Gorge > Northern Gorge > Phantasia",3.2,3,Lead,Onsight,Sport,,70,2400
2021-09-27,"Count Floyd Show",5.11b,,https://www.mountainproject.com/route/105889544/count-floyd-show,1,"Kentucky > Red River Gorge > Northern Gorge > Phantasia",3.1,4,Lead,Redpoint,Sport,,70,4900
2021-09-27,"Count Floyd Show",5.11b,,https://www.mountainproject.com/route/105889544/count-floyd-show,1,"Kentucky > Red River Gorge > Northern Gorge > Phantasia",3.1,4,Lead,Fell/Hung,Sport,,70,4900
2021-09-27,"Creep Show",5.10d,,https://www.mountainproject.com/route/105889540/creep-show,1,"Kentucky > Red River Gorge > Northern Gorge > Phantasia",3.5,4,Lead,Onsight,Sport,,70,3500
